pH,Turbidez,Temperatura,TDS,ORP,OD,Etiqueta
3.7,14.0,20.9,1000.0,-273.0,4.4,Anomalia Quimica
6.8,2.0,25.8,603.0,359.0,6.4,Agua Segura
7.4,2.0,21.9,56.0,437.0,7.9,Agua Segura
6.7,3.0,27.0,987.0,312.0,9.3,Agua Segura
7.3,1.0,19.5,783.0,482.0,8.4,Agua Segura
6.7,0.0,24.9,295.0,355.0,6.1,Agua Segura
7.2,2.0,21.8,647.0,219.0,8.6,Agua Segura
8.1,3.0,23.7,1000.0,284.0,8.7,Agua Segura
8.1,1.0,17.3,199.0,486.0,5.9,Agua Segura
8.0,28.0,33.0,206.0,-69.0,0.9,Anomalia Biologica/Estancamiento
6.8,2.0,23.0,732.0,606.0,7.1,Agua Segura
13.8,0.0,22.6,772.0,308.0,6.2,Anomalia de Hardware
7.8,1.0,17.6,395.0,416.0,7.9,Agua Segura
6.7,117.0,29.4,446.0,271.0,6.2,Anomalia Fisica
8.1,0.0,17.8,77.0,-24.0,0.2,Anomalia de Hardware
6.6,2.0,15.8,704.0,535.0,9.0,Agua Segura
7.5,1.0,24.2,681.0,483.0,6.6,Agua Segura
8.0,1.0,25.4,244.0,448.0,8.0,Agua Segura
5.3,2.0,29.4,1000.0,-193.0,6.0,Anomalia Quimica
8.0,2.0,24.0,371.0,107.0,4.9,Agua Segura
2.2,9.0,29.3,1000.0,-465.0,5.1,Anomalia Quimica
7.8,2.0,18.0,532.0,998.0,7.3,Anomalia de Hardware
6.7,2.0,29.2,521.0,335.0,7.0,Agua Segura
7.5,2.0,30.0,578.0,266.0,8.1,Agua Segura
7.2,2.0,24.0,167.0,248.0,7.5,Agua Segura
6.6,0.0,26.3,687.0,340.0,7.3,Agua Segura
7.4,2.0,15.6,699.0,475.0,9.0,Agua Segura
7.6,0.0,29.2,809.0,505.0,7.0,Agua Segura
8.2,11.0,25.5,386.0,-112.0,0.6,Anomalia Biologica/Estancamiento
7.0,4.0,26.9,992.0,221.0,7.0,Agua Segura
7.2,1.0,25.7,223.0,995.0,8.5,Anomalia de Hardware
7.9,0.0,18.5,477.0,487.0,8.1,Agua Segura
6.5,20.0,32.2,403.0,11.0,1.4,Anomalia Biologica/Estancamiento
8.0,1.0,16.5,105.0,227.0,9.9,Agua Segura
6.1,29.0,26.8,532.0,-85.0,1.6,Anomalia Biologica/Estancamiento
7.4,2.0,21.0,652.0,345.0,6.4,Agua Segura
7.7,2.0,28.4,657.0,518.0,8.4,Agua Segura
7.5,2.0,29.2,672.0,320.0,9.4,Agua Segura
7.8,0.0,22.4,452.0,475.0,7.8,Agua Segura
7.8,1.0,20.2,780.0,493.0,8.2,Agua Segura
7.5,2.0,23.8,452.0,541.0,8.8,Agua Segura
7.6,1.0,18.5,188.0,138.0,4.8,Agua Segura
7.0,3.0,29.1,1000.0,349.0,8.6,Agua Segura
7.1,1.0,20.5,684.0,458.0,9.0,Agua Segura
7.3,2.0,16.1,203.0,282.0,6.0,Agua Segura
8.3,19.0,27.3,568.0,55.0,2.7,Anomalia Biologica/Estancamiento
6.9,0.0,29.1,291.0,218.0,4.6,Agua Segura
7.8,3.0,21.2,1000.0,394.0,6.1,Agua Segura
3.9,13.0,18.6,1000.0,-252.0,5.1,Anomalia Quimica
7.8,37.0,15.6,606.0,143.0,6.3,Anomalia Fisica
7.5,2.0,25.0,672.0,253.0,9.6,Agua Segura
7.3,143.0,27.9,704.0,191.0,7.6,Anomalia Fisica
7.5,2.0,16.8,511.0,1000.0,9.2,Anomalia de Hardware
3.5,13.0,15.9,1000.0,-387.0,2.2,Anomalia Quimica
3.0,10.0,25.3,1000.0,-130.0,3.8,Anomalia Quimica
7.2,1.0,19.1,401.0,96.0,3.9,Agua Segura
2.9,8.0,16.7,1000.0,-553.0,5.7,Anomalia Quimica
8.3,25.0,24.7,775.0,155.0,6.2,Anomalia Fisica
7.0,2.0,28.1,558.0,466.0,7.5,Agua Segura
7.7,2.0,20.5,475.0,175.0,4.6,Agua Segura
7.5,19.0,29.1,453.0,-77.0,1.0,Anomalia Biologica/Estancamiento
8.1,1.0,24.0,472.0,204.0,6.1,Agua Segura
7.1,1.0,15.1,581.0,210.0,8.8,Agua Segura
7.4,0.0,30.0,525.0,215.0,10.1,Agua Segura
5.3,0.0,21.8,1000.0,-194.0,2.4,Anomalia Quimica
8.3,4000.0,27.4,720.0,582.0,6.1,Anomalia de Hardware
8.3,3.0,24.7,999.0,223.0,6.7,Agua Segura
7.7,1.0,16.0,147.0,473.0,8.8,Agua Segura
8.1,8.0,32.5,395.0,34.0,1.7,Anomalia Biologica/Estancamiento
3.3,5.0,28.5,1000.0,-462.0,2.8,Anomalia Quimica
7.4,3.0,17.0,1000.0,201.0,8.5,Agua Segura
6.9,2.0,18.4,63.0,477.0,7.3,Agua Segura
7.7,2.0,27.0,242.0,167.0,4.9,Agua Segura
7.0,0.0,27.7,50.0,158.0,5.2,Agua Segura
7.4,6.0,30.1,635.0,37.0,0.8,Anomalia Biologica/Estancamiento
4.7,5.0,27.5,1000.0,-714.0,5.3,Anomalia Quimica
6.6,2.0,19.2,575.0,403.0,5.8,Agua Segura
8.3,2.0,27.8,88.0,263.0,7.6,Agua Segura
8.2,0.0,24.2,510.0,121.0,4.8,Agua Segura
7.8,2.0,16.9,490.0,348.0,6.3,Agua Segura
7.3,3.0,22.9,378.0,345.0,7.8,Agua Segura
6.7,0.0,21.4,569.0,-20.0,0.0,Anomalia de Hardware
8.2,4.0,24.2,912.0,521.0,8.3,Agua Segura
7.1,2.0,24.4,484.0,448.0,7.5,Agua Segura
7.2,2.0,28.4,499.0,584.0,9.0,Agua Segura
7.3,2.0,15.6,210.0,226.0,9.6,Agua Segura
8.4,20.0,31.3,205.0,39.0,1.0,Anomalia Biologica/Estancamiento
7.0,2.0,21.8,154.0,582.0,6.8,Agua Segura
7.3,1.0,21.4,556.0,548.0,6.0,Agua Segura
7.1,2.0,23.2,222.0,98.0,6.1,Agua Segura
8.3,0.0,16.0,533.0,1000.0,8.1,Anomalia de Hardware
8.0,1.0,16.6,231.0,180.0,5.0,Agua Segura
7.0,1.0,15.8,499.0,358.0,7.5,Agua Segura
4.2,5.0,22.9,1000.0,-520.0,3.2,Anomalia Quimica
7.6,1.0,28.0,241.0,519.0,10.1,Agua Segura
7.7,2.0,26.7,110.0,479.0,9.4,Agua Segura
8.1,0.0,19.4,715.0,500.0,6.6,Agua Segura
7.2,2.0,18.5,790.0,189.0,5.1,Agua Segura
7.9,2.0,16.4,737.0,511.0,7.9,Agua Segura
8.2,4.0,15.7,488.0,7.0,0.0,Anomalia de Hardware
7.1,2.0,22.1,427.0,468.0,6.6,Agua Segura
8.0,1.0,18.4,441.0,315.0,10.1,Agua Segura
7.3,0.0,24.5,87.0,550.0,9.8,Agua Segura
7.7,1.0,29.5,404.0,167.0,9.7,Agua Segura
7.9,1.0,23.5,676.0,255.0,9.2,Agua Segura
8.1,2.0,15.2,273.0,228.0,7.1,Agua Segura
7.4,276.0,26.9,425.0,312.0,5.4,Anomalia Fisica
6.6,2.0,19.9,444.0,439.0,9.9,Agua Segura
8.0,0.0,23.6,675.0,513.0,7.5,Agua Segura
4.7,9.0,24.6,1000.0,-153.0,3.4,Anomalia Quimica
7.5,87.0,23.4,489.0,187.0,4.1,Anomalia Fisica
7.4,0.0,16.2,165.0,609.0,8.1,Agua Segura
8.1,15.0,27.5,408.0,8.0,1.8,Anomalia Biologica/Estancamiento
7.1,2.0,23.0,705.0,280.0,6.3,Agua Segura
5.5,0.0,23.2,1000.0,-241.0,4.1,Anomalia Quimica
6.8,2.0,19.5,391.0,324.0,7.0,Agua Segura
7.1,3.0,17.9,621.0,349.0,8.1,Agua Segura
6.7,2.0,20.6,236.0,213.0,6.3,Agua Segura
8.0,222.0,20.1,720.0,261.0,4.0,Anomalia Fisica
6.8,0.0,20.4,323.0,313.0,10.0,Agua Segura
2.5,2.0,24.3,1000.0,-349.0,3.2,Anomalia Quimica
7.1,30.0,18.0,946.0,337.0,4.4,Anomalia Fisica
8.2,2.0,18.2,336.0,394.0,7.9,Agua Segura
8.4,1.0,28.3,66.0,214.0,4.7,Agua Segura
6.5,1.0,26.9,225.0,381.0,7.9,Agua Segura
7.6,0.0,27.5,447.0,595.0,7.1,Agua Segura
7.2,1.0,28.6,710.0,179.0,4.4,Agua Segura
6.8,2.0,21.4,602.0,604.0,9.1,Agua Segura
8.3,2.0,24.1,135.0,529.0,6.7,Agua Segura
8.4,11.0,26.4,273.0,5.0,0.7,Anomalia Biologica/Estancamiento
7.4,0.0,23.2,777.0,481.0,8.7,Agua Segura
8.1,0.0,17.4,647.0,453.0,6.8,Agua Segura
8.4,27.0,33.5,372.0,-32.0,1.1,Anomalia Biologica/Estancamiento
7.3,2.0,20.7,121.0,358.0,9.5,Agua Segura
5.2,14.0,26.4,1000.0,-376.0,3.3,Anomalia Quimica
6.9,0.0,22.9,351.0,253.0,7.7,Agua Segura
8.3,198.0,26.0,774.0,133.0,5.7,Anomalia Fisica
7.2,0.0,28.4,485.0,232.0,9.7,Agua Segura
6.7,1.0,29.6,467.0,550.0,10.4,Agua Segura
8.3,1.0,28.7,760.0,433.0,8.7,Agua Segura
2.4,9.0,16.3,1000.0,-722.0,3.9,Anomalia Quimica
8.1,0.0,15.6,73.0,395.0,6.3,Agua Segura
7.7,2.0,22.9,561.0,1000.0,8.5,Anomalia de Hardware
7.5,256.0,16.7,318.0,136.0,5.9,Anomalia Fisica
6.9,1.0,25.3,754.0,432.0,7.6,Agua Segura
7.3,13.0,27.6,319.0,-58.0,0.5,Anomalia Biologica/Estancamiento
7.8,3.0,20.2,1000.0,238.0,9.7,Agua Segura
7.1,89.0,20.7,412.0,302.0,5.3,Anomalia Fisica
8.4,1.0,20.1,801.0,435.0,6.5,Agua Segura
7.9,2.0,24.2,629.0,523.0,8.9,Agua Segura
7.6,2.0,26.8,102.0,315.0,9.5,Agua Segura
6.1,13.0,25.2,308.0,-92.0,0.9,Anomalia Biologica/Estancamiento
7.2,1.0,27.5,342.0,410.0,6.6,Agua Segura
7.5,2.0,26.0,383.0,554.0,8.2,Agua Segura
6.8,0.0,21.6,508.0,189.0,5.4,Agua Segura
6.4,12.0,27.2,287.0,42.0,1.5,Anomalia Biologica/Estancamiento
7.0,2.0,20.8,436.0,315.0,6.4,Agua Segura
7.1,1.0,18.5,666.0,343.0,9.2,Agua Segura
7.6,2.0,26.5,649.0,545.0,9.0,Agua Segura
3.8,2.0,16.6,1000.0,-242.0,5.4,Anomalia Quimica
8.2,55.0,17.0,807.0,219.0,7.7,Anomalia Fisica
3.7,7.0,26.5,1000.0,-161.0,3.0,Anomalia Quimica
7.0,1.0,29.1,406.0,550.0,8.7,Agua Segura
6.8,2.0,20.5,191.0,328.0,9.1,Agua Segura
8.1,2.0,28.6,362.0,467.0,7.0,Agua Segura
7.0,1.0,29.3,298.0,516.0,6.7,Agua Segura
8.1,2.0,22.2,518.0,380.0,9.3,Agua Segura
7.9,0.0,21.9,294.0,208.0,9.9,Agua Segura
8.1,2.0,21.6,918.0,283.0,6.4,Agua Segura
7.1,20.0,28.4,614.0,-25.0,1.6,Anomalia Biologica/Estancamiento
7.2,2.0,15.0,59.0,479.0,7.4,Agua Segura
7.5,3.0,24.2,1000.0,571.0,6.7,Agua Segura
7.5,8.0,28.3,491.0,13.0,2.1,Anomalia Biologica/Estancamiento
8.2,2.0,15.5,683.0,319.0,7.0,Agua Segura
13.3,0.0,22.0,309.0,247.0,9.5,Anomalia de Hardware
7.8,1.0,18.2,377.0,470.0,9.8,Agua Segura
7.5,2.0,24.3,112.0,558.0,8.6,Agua Segura
6.8,1.0,18.8,284.0,487.0,8.2,Agua Segura
8.1,2.0,17.2,555.0,457.0,8.3,Agua Segura
6.7,0.0,24.1,191.0,513.0,6.7,Agua Segura
8.3,286.0,16.7,438.0,156.0,5.8,Anomalia Fisica
7.7,121.0,26.1,410.0,234.0,5.7,Anomalia Fisica
7.9,2.0,24.3,322.0,476.0,6.4,Agua Segura
6.6,3.0,24.1,1000.0,220.0,9.4,Agua Segura
7.0,2.0,18.8,482.0,284.0,9.9,Agua Segura
7.1,15.0,29.2,432.0,17.0,0.1,Anomalia Biologica/Estancamiento
7.3,1.0,21.8,273.0,482.0,8.2,Agua Segura
7.5,12.0,32.4,506.0,-85.0,1.8,Anomalia Biologica/Estancamiento
7.0,0.0,20.5,319.0,309.0,7.2,Agua Segura
6.7,2.0,22.6,679.0,323.0,7.5,Agua Segura
6.2,22.0,25.6,447.0,-85.0,1.7,Anomalia Biologica/Estancamiento
7.6,2.0,24.0,692.0,489.0,7.0,Agua Segura
7.8,2.0,22.4,329.0,179.0,7.1,Agua Segura
7.1,1.0,16.9,531.0,469.0,6.7,Agua Segura
7.1,1.0,18.4,618.0,537.0,8.0,Agua Segura
7.4,3.0,20.1,988.0,250.0,8.0,Agua Segura
7.5,1.0,16.8,63.0,368.0,6.6,Agua Segura
3.8,1.0,28.1,1000.0,-292.0,4.0,Anomalia Quimica
7.5,1.0,26.7,330.0,512.0,8.4,Agua Segura
8.3,2.0,19.6,216.0,423.0,9.9,Agua Segura
7.5,3.0,23.9,949.0,255.0,6.4,Agua Segura
7.8,280.0,24.7,436.0,319.0,6.2,Anomalia Fisica
8.3,3.0,26.6,498.0,558.0,7.7,Agua Segura
8.4,105.0,18.7,498.0,136.0,5.7,Anomalia Fisica
6.6,1.0,28.9,559.0,167.0,4.6,Agua Segura
7.8,1.0,24.6,333.0,548.0,9.4,Agua Segura
8.1,3.0,16.1,613.0,171.0,4.2,Agua Segura
8.0,0.0,22.0,240.0,478.0,9.3,Agua Segura
8.0,0.0,28.1,455.0,582.0,7.0,Agua Segura
8.0,0.0,17.8,247.0,398.0,6.1,Agua Segura
7.3,0.0,27.6,219.0,212.0,7.6,Agua Segura
7.2,15.0,33.7,263.0,4.0,2.3,Anomalia Biologica/Estancamiento
8.1,9.0,35.2,479.0,-53.0,0.8,Anomalia Biologica/Estancamiento
7.6,3.0,21.1,738.0,169.0,3.9,Agua Segura
8.0,3.0,22.6,221.0,-12.0,0.0,Anomalia de Hardware
7.5,158.0,22.2,425.0,323.0,7.8,Anomalia Fisica
3.1,10.0,19.1,1000.0,-623.0,2.2,Anomalia Quimica
6.8,2.0,29.0,599.0,130.0,5.5,Agua Segura
7.4,25.0,33.5,599.0,-16.0,2.5,Anomalia Biologica/Estancamiento
7.5,1.0,24.4,321.0,339.0,7.6,Agua Segura
7.4,3.0,18.3,71.0,430.0,8.8,Agua Segura
7.2,3.0,22.1,945.0,425.0,6.6,Agua Segura
7.6,1.0,25.7,266.0,546.0,6.8,Agua Segura
8.1,1.0,16.9,116.0,293.0,9.4,Agua Segura
7.9,3.0,28.9,659.0,332.0,8.1,Agua Segura
7.0,14.0,28.5,566.0,-65.0,0.5,Anomalia Biologica/Estancamiento
7.5,1.0,18.7,381.0,231.0,6.0,Agua Segura
6.7,38.0,22.6,713.0,132.0,5.4,Anomalia Fisica
8.2,3.0,21.3,975.0,210.0,9.3,Agua Segura
8.3,0.0,26.5,523.0,473.0,9.0,Agua Segura
8.2,206.0,17.0,869.0,244.0,7.5,Anomalia Fisica
8.0,24.0,26.5,209.0,13.0,1.1,Anomalia Biologica/Estancamiento
7.3,1.0,28.8,658.0,387.0,9.5,Agua Segura
6.7,2.0,17.0,235.0,478.0,6.5,Agua Segura
7.4,3.0,21.7,964.0,258.0,6.3,Agua Segura
5.1,4.0,24.4,1000.0,-268.0,5.1,Anomalia Quimica
7.8,1.0,18.0,518.0,477.0,8.4,Agua Segura
5.2,8.0,16.6,1000.0,-305.0,4.3,Anomalia Quimica
8.0,1.0,29.8,134.0,223.0,9.1,Agua Segura
6.7,1.0,24.8,356.0,521.0,8.7,Agua Segura
7.0,118.0,28.8,837.0,274.0,7.4,Anomalia Fisica
7.6,2.0,26.1,355.0,519.0,9.9,Agua Segura
7.3,31.0,28.0,417.0,262.0,7.4,Anomalia Fisica
7.2,0.0,29.5,208.0,575.0,9.7,Agua Segura
7.4,0.0,25.1,744.0,328.0,7.3,Agua Segura
7.3,1.0,19.7,207.0,355.0,8.6,Agua Segura
7.5,38.0,22.1,471.0,267.0,7.2,Anomalia Fisica
7.1,1.0,28.7,321.0,453.0,6.5,Agua Segura
7.3,1.0,16.6,463.0,525.0,8.5,Agua Segura
7.3,29.0,25.8,352.0,-2.0,1.6,Anomalia Biologica/Estancamiento
7.7,1.0,24.3,325.0,334.0,6.0,Agua Segura
7.2,16.0,25.4,353.0,39.0,1.3,Anomalia Biologica/Estancamiento
7.0,2.0,17.0,484.0,294.0,6.4,Agua Segura
6.6,141.0,29.0,559.0,316.0,5.0,Anomalia Fisica
8.2,10.0,32.9,541.0,-29.0,1.1,Anomalia Biologica/Estancamiento
8.4,1.0,24.0,609.0,465.0,9.5,Agua Segura
7.0,3.0,25.4,924.0,391.0,7.9,Agua Segura
7.7,3.0,26.7,429.0,331.0,8.2,Agua Segura
7.9,1.0,19.0,317.0,306.0,8.3,Agua Segura
8.3,1.0,19.5,646.0,541.0,9.0,Agua Segura
7.1,2.0,22.9,215.0,154.0,4.5,Agua Segura
7.4,0.0,23.2,311.0,550.0,8.7,Agua Segura
6.9,4000.0,23.6,692.0,365.0,8.8,Anomalia de Hardware
8.1,2.0,29.1,418.0,515.0,6.7,Agua Segura
8.5,157.0,28.4,863.0,238.0,4.1,Anomalia Fisica
7.5,2.0,17.6,43.0,321.0,8.3,Agua Segura
8.4,2.0,25.3,685.0,504.0,8.6,Agua Segura
13.9,1.0,17.0,628.0,376.0,9.0,Anomalia de Hardware
7.1,0.0,20.7,428.0,472.0,8.7,Agua Segura
7.0,2.0,18.5,189.0,552.0,9.6,Agua Segura
7.8,283.0,23.9,656.0,208.0,5.8,Anomalia Fisica
7.1,1.0,17.9,285.0,615.0,7.6,Agua Segura
7.4,0.0,15.3,703.0,404.0,7.0,Agua Segura
7.3,2.0,29.1,758.0,529.0,8.0,Agua Segura
7.3,1.0,22.4,93.0,85.0,5.0,Agua Segura
6.7,1.0,18.2,179.0,279.0,7.7,Agua Segura
7.6,2.0,18.7,581.0,196.0,8.2,Agua Segura
7.5,1.0,29.2,768.0,612.0,8.8,Agua Segura
2.0,6.0,24.4,1000.0,-346.0,2.1,Anomalia Quimica
8.3,0.0,16.9,631.0,265.0,6.8,Agua Segura
8.2,2.0,15.5,769.0,319.0,6.4,Agua Segura
7.5,1.0,27.2,671.0,375.0,8.6,Agua Segura
6.7,1.0,26.1,586.0,522.0,9.5,Agua Segura
2.5,4.0,26.6,1000.0,-549.0,2.6,Anomalia Quimica
8.4,26.0,27.1,655.0,-89.0,2.9,Anomalia Biologica/Estancamiento
8.3,2.0,20.7,525.0,253.0,6.8,Agua Segura
7.3,1.0,20.6,530.0,298.0,9.8,Agua Segura
7.6,2.0,23.3,157.0,524.0,7.0,Agua Segura
7.9,9.0,27.2,341.0,-50.0,1.6,Anomalia Biologica/Estancamiento
6.7,2.0,26.4,308.0,365.0,6.8,Agua Segura
7.6,90.0,18.8,632.0,249.0,5.8,Anomalia Fisica
7.8,1.0,25.7,236.0,315.0,9.6,Agua Segura
6.9,162.0,25.5,851.0,111.0,5.0,Anomalia Fisica
3.2,0.0,19.7,1000.0,-415.0,4.9,Anomalia Quimica
7.6,0.0,29.3,639.0,493.0,7.9,Agua Segura
7.9,1.0,19.4,382.0,394.0,7.8,Agua Segura
6.7,1.0,29.2,203.0,280.0,8.2,Agua Segura
3.7,10.0,26.7,1000.0,-118.0,4.4,Anomalia Quimica
8.1,0.0,26.0,727.0,360.0,9.7,Agua Segura
7.7,2.0,29.4,741.0,396.0,6.1,Agua Segura
7.0,2.0,25.3,145.0,289.0,7.2,Agua Segura
8.3,2.0,23.6,363.0,277.0,6.5,Agua Segura
8.4,2.0,25.2,720.0,286.0,9.7,Agua Segura
6.1,16.0,27.6,711.0,41.0,2.8,Anomalia Biologica/Estancamiento
7.0,0.0,21.6,653.0,493.0,10.1,Agua Segura
7.0,1.0,23.3,257.0,273.0,8.0,Agua Segura
6.9,281.0,28.1,363.0,382.0,4.5,Anomalia Fisica
7.8,14.0,26.0,499.0,-53.0,2.6,Anomalia Biologica/Estancamiento
6.7,25.0,30.3,479.0,-18.0,0.4,Anomalia Biologica/Estancamiento
7.3,1.0,17.4,381.0,157.0,5.4,Agua Segura
7.8,1.0,20.4,703.0,488.0,8.6,Agua Segura
7.0,2.0,22.9,433.0,461.0,9.4,Agua Segura
8.4,1.0,22.3,301.0,595.0,9.1,Agua Segura
7.9,2.0,18.4,454.0,-20.0,0.0,Anomalia de Hardware
6.7,0.0,26.1,597.0,558.0,9.5,Agua Segura
8.3,1.0,18.6,724.0,13.0,0.0,Anomalia de Hardware
2.8,5.0,24.0,1000.0,-595.0,3.8,Anomalia Quimica
7.8,3.0,25.2,721.0,494.0,7.6,Agua Segura
7.1,1.0,22.6,212.0,-9.0,0.0,Anomalia de Hardware
7.3,132.0,19.7,858.0,248.0,4.2,Anomalia Fisica
7.4,2.0,29.9,102.0,512.0,9.0,Agua Segura
7.2,1.0,29.4,371.0,393.0,6.3,Agua Segura
7.2,2.0,24.3,191.0,296.0,6.6,Agua Segura
7.5,2.0,19.2,430.0,572.0,7.5,Agua Segura
8.3,1.0,15.9,267.0,441.0,9.3,Agua Segura
7.9,3.0,20.6,938.0,316.0,6.7,Agua Segura
8.4,1.0,16.5,482.0,540.0,8.7,Agua Segura
7.1,1.0,23.4,558.0,558.0,7.6,Agua Segura
8.3,1.0,22.7,378.0,582.0,9.3,Agua Segura
7.8,2.0,26.3,147.0,445.0,8.3,Agua Segura
7.0,2.0,17.2,333.0,326.0,8.6,Agua Segura
7.1,1.0,22.8,402.0,444.0,7.8,Agua Segura
7.7,1.0,27.8,71.0,468.0,9.3,Agua Segura
8.4,2.0,15.6,252.0,583.0,7.3,Agua Segura
8.3,21.0,32.1,350.0,-67.0,3.0,Anomalia Biologica/Estancamiento
8.3,1.0,18.2,594.0,510.0,9.4,Agua Segura
8.4,1.0,21.6,784.0,577.0,8.2,Agua Segura
7.5,1.0,24.9,548.0,298.0,6.4,Agua Segura
7.0,26.0,34.3,683.0,-51.0,2.2,Anomalia Biologica/Estancamiento
7.7,1.0,29.3,542.0,490.0,9.0,Agua Segura
7.4,1.0,22.9,184.0,167.0,4.3,Agua Segura
7.7,293.0,25.8,835.0,390.0,8.2,Anomalia Fisica
6.9,5.0,25.3,525.0,-23.0,2.7,Anomalia Biologica/Estancamiento
6.7,2.0,16.8,763.0,223.0,9.7,Agua Segura
13.5,1.0,20.2,442.0,456.0,9.3,Anomalia de Hardware
12.0,2.0,18.5,357.0,432.0,9.4,Anomalia de Hardware
3.6,11.0,17.2,1000.0,-323.0,5.5,Anomalia Quimica
6.7,3.0,17.3,595.0,382.0,8.9,Agua Segura
7.0,0.0,29.4,453.0,553.0,6.5,Agua Segura
8.0,0.0,23.7,636.0,445.0,8.6,Agua Segura
7.5,26.0,28.8,344.0,-86.0,2.1,Anomalia Biologica/Estancamiento
5.2,10.0,17.2,1000.0,-728.0,3.3,Anomalia Quimica
8.1,4000.0,15.2,567.0,204.0,8.5,Anomalia de Hardware
8.4,25.0,28.1,599.0,46.0,2.6,Anomalia Biologica/Estancamiento
7.8,128.0,26.3,664.0,291.0,7.8,Anomalia Fisica
6.7,160.0,18.1,344.0,181.0,4.3,Anomalia Fisica
6.9,2.0,25.6,500.0,194.0,7.5,Agua Segura
2.2,10.0,29.4,1000.0,-278.0,3.1,Anomalia Quimica
4.8,12.0,26.2,1000.0,-237.0,4.6,Anomalia Quimica
7.2,17.0,30.5,682.0,47.0,1.9,Anomalia Biologica/Estancamiento
8.2,23.0,28.2,349.0,-99.0,2.1,Anomalia Biologica/Estancamiento
7.0,2.0,17.7,297.0,474.0,6.4,Agua Segura
7.3,0.0,25.1,603.0,358.0,7.7,Agua Segura
7.3,96.0,20.1,753.0,212.0,7.4,Anomalia Fisica
6.6,9.0,32.4,508.0,-66.0,2.2,Anomalia Biologica/Estancamiento
7.6,2.0,28.1,318.0,449.0,8.7,Agua Segura
2.0,6.0,16.8,1000.0,-288.0,2.9,Anomalia Quimica
7.7,3.0,21.7,990.0,606.0,9.3,Agua Segura
7.8,3.0,23.7,910.0,428.0,6.6,Agua Segura
6.6,159.0,27.9,798.0,184.0,7.3,Anomalia Fisica
8.1,289.0,22.7,939.0,295.0,5.8,Anomalia Fisica
7.9,3.0,28.2,572.0,8.0,0.0,Anomalia de Hardware
7.2,2.0,18.8,375.0,325.0,8.6,Agua Segura
8.0,2.0,21.1,675.0,559.0,6.7,Agua Segura
2.8,10.0,28.5,1000.0,-729.0,2.7,Anomalia Quimica
7.0,2.0,22.6,389.0,241.0,8.8,Agua Segura
6.7,0.0,22.8,276.0,232.0,9.4,Agua Segura
7.6,1.0,21.9,319.0,135.0,4.5,Agua Segura
7.3,129.0,19.7,923.0,201.0,6.3,Anomalia Fisica
8.0,3.0,28.5,1000.0,576.0,7.1,Agua Segura
7.3,1.0,29.7,234.0,342.0,6.7,Agua Segura
8.3,220.0,29.9,417.0,293.0,6.6,Anomalia Fisica
5.2,12.0,14.9,1000.0,-772.0,3.5,Anomalia Quimica
3.0,2.0,24.4,1000.0,-414.0,3.4,Anomalia Quimica
7.0,3.0,24.6,1000.0,507.0,8.2,Agua Segura
3.7,15.0,26.1,1000.0,-335.0,3.2,Anomalia Quimica
6.7,3.0,25.8,360.0,523.0,6.6,Agua Segura
7.9,0.0,22.2,304.0,276.0,6.6,Agua Segura
6.7,4.0,26.2,1000.0,282.0,6.7,Agua Segura
3.9,4.0,20.6,1000.0,-250.0,3.8,Anomalia Quimica
7.3,2.0,20.1,488.0,564.0,8.4,Agua Segura
7.7,0.0,26.4,105.0,395.0,8.4,Agua Segura
6.7,2.0,28.4,708.0,297.0,9.4,Agua Segura
7.5,0.0,18.0,428.0,425.0,9.5,Agua Segura
6.7,2.0,25.8,70.0,1000.0,9.9,Anomalia de Hardware
7.2,5.0,29.9,314.0,-98.0,2.6,Anomalia Biologica/Estancamiento
7.1,0.0,23.3,221.0,505.0,7.1,Agua Segura
6.8,4000.0,26.8,764.0,378.0,6.8,Anomalia de Hardware
8.4,20.0,31.2,680.0,-67.0,0.9,Anomalia Biologica/Estancamiento
7.0,4000.0,23.1,531.0,569.0,10.0,Anomalia de Hardware
7.0,1.0,15.4,704.0,438.0,9.5,Agua Segura
7.1,138.0,22.7,348.0,100.0,5.5,Anomalia Fisica
7.1,2.0,30.0,678.0,345.0,6.7,Agua Segura
6.9,3.0,25.2,937.0,321.0,8.4,Agua Segura
7.4,1.0,21.7,727.0,529.0,7.2,Agua Segura
8.1,0.0,25.1,156.0,340.0,6.1,Agua Segura
8.2,1.0,23.6,457.0,311.0,6.7,Agua Segura
7.5,2.0,23.2,438.0,324.0,6.2,Agua Segura
7.5,1.0,20.7,226.0,542.0,9.7,Agua Segura
7.3,269.0,16.6,947.0,229.0,6.7,Anomalia Fisica
6.2,29.0,34.4,468.0,38.0,0.4,Anomalia Biologica/Estancamiento
8.3,2.0,29.6,405.0,106.0,4.9,Agua Segura
8.0,2.0,24.2,162.0,152.0,5.4,Agua Segura
7.4,1.0,25.8,768.0,1000.0,9.2,Anomalia de Hardware
6.8,30.0,31.6,247.0,-45.0,2.1,Anomalia Biologica/Estancamiento
6.7,4000.0,16.9,401.0,377.0,9.3,Anomalia de Hardware
8.3,2.0,21.5,55.0,462.0,7.1,Agua Segura
8.3,2.0,23.3,400.0,121.0,4.4,Agua Segura
7.0,3.0,17.4,950.0,321.0,9.1,Agua Segura
7.0,4000.0,20.2,690.0,571.0,9.6,Anomalia de Hardware
8.0,2.0,25.4,426.0,149.0,4.9,Agua Segura
